Samples per Second	1
UTC Date	UTC Time	Sample	Temperature Sensor (1556.992 ; x)	Sensor 1 (1536.027 ; x)	Sensor 2 (1537.155 ; x)	Sensor 3 (1544.684 ; x)	Sensor 4 (1545.751 ; x)	Sensor 5 (1556.194 ; x)	Sensor 6 (1557.406 ; x)	Sensor 7 (1561.264 ; x)	Sensor 8 (1562.358 ; x)
21-08-2023	10:57:06	00035	-0.0059	-0.2648	0.5423	0.4592	0.7458	-0.3320	-1.3977	-4.5065	-1.0427
21-08-2023	10:57:07	00036	-0.0063	-0.2790	0.5433	0.4598	0.7430	-0.3367	-1.4018	-4.5056	-1.0448
21-08-2023	10:57:08	00037	-0.0057	-0.2846	0.5379	0.4598	0.7463	-0.3388	-1.4043	-4.5044	-1.0444
21-08-2023	10:57:09	00038	-0.0056	-0.2865	0.5380	0.4586	0.7425	-0.3423	-1.4067	-4.5042	-1.0448
21-08-2023	10:57:10	00039	-0.0063	-0.2949	0.5372	0.4579	0.7415	-0.3353	-1.4025	-4.5047	-1.0450
21-08-2023	10:57:11	00040	-0.0067	-0.3081	0.5349	0.4544	0.7432	-0.3461	-1.4100	-4.5029	-1.0454
21-08-2023	10:57:12	00041	-0.0057	-0.3142	0.5377	0.4603	0.7387	-0.3538	-1.4166	-4.4982	-1.0374
21-08-2023	10:57:13	00042	-0.0055	-0.3153	0.5366	0.4646	0.7307	-0.3514	-1.4152	-4.4943	-1.0343
21-08-2023	10:57:14	00043	-0.0059	-0.3083	0.5391	0.4717	0.7398	-0.3639	-1.4264	-4.4900	-1.0279
21-08-2023	10:57:15	00044	-0.0063	-0.3194	0.5410	0.4741	0.7382	-0.3594	-1.4253	-4.4862	-1.0288
21-08-2023	10:57:16	00045	-0.0061	-0.3007	0.5432	0.4625	0.7386	-0.3685	-1.4347	-4.4805	-1.0226
21-08-2023	10:57:17	00046	-0.0056	-0.2996	0.5521	0.4540	0.7526	-0.3675	-1.4357	-4.4703	-1.0303
21-08-2023	10:57:18	00047	-0.0063	-0.2012	0.5415	0.4180	0.7574	-0.3448	-1.4416	-4.4485	-1.0109
21-08-2023	10:57:19	00048	-0.0063	-0.2791	0.5356	0.4807	0.7120	-0.2960	-1.3786	-4.4874	-1.0243
21-08-2023	10:57:20	00049	-0.0052	-0.2735	0.5583	0.4888	0.7433	-0.3419	-1.4104	-4.4481	-0.9934
21-08-2023	10:57:21	00050	-0.0065	-0.2847	0.5974	0.5749	0.7712	-0.3751	-1.4366	-4.3840	-0.9133
21-08-2023	10:57:22	00051	-0.0052	-0.3109	0.5791	0.5108	0.7523	-0.3336	-1.4110	-4.4011	-0.9612
21-08-2023	10:57:23	00052	-0.0056	-0.3047	0.5776	0.5097	0.7552	-0.3439	-1.4184	-4.4034	-0.9617
21-08-2023	10:57:24	00053	-0.0054	-0.2723	0.5821	0.5358	0.7596	-0.3619	-1.4301	-4.4022	-0.9446
21-08-2023	10:57:25	00054	-0.0050	-0.2710	0.5929	0.5385	0.7671	-0.3608	-1.4286	-4.4021	-0.9412
21-08-2023	10:57:26	00055	-0.0058	-0.2766	0.6110	0.5344	0.7994	-0.3697	-1.4378	-4.3869	-0.9350
21-08-2023	10:57:27	00056	-0.0064	-0.2816	0.6000	0.5276	0.7777	-0.3685	-1.4350	-4.3905	-0.9324
21-08-2023	10:57:28	00057	-0.0044	-0.2784	0.6011	0.5322	0.7861	-0.3632	-1.4300	-4.3889	-0.9333
21-08-2023	10:57:29	00058	-0.0047	-0.2661	0.5987	0.5386	0.7768	-0.3703	-1.4362	-4.3897	-0.9288
21-08-2023	10:57:30	00059	-0.0057	-0.2680	0.6041	0.5373	0.7880	-0.3669	-1.4333	-4.3893	-0.9318
21-08-2023	10:57:31	00060	-0.0056	-0.2761	0.6106	0.5383	0.7983	-0.3724	-1.4381	-4.3861	-0.9251
